@timestamp,Domain,SourceIP,SrcPort,DstIP,DstPort
2026-02-09T09:52:00.508124705Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,61614,18.164.242.10,443
2026-02-09T09:52:00.948996779Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,63050,172.64.152.233,443
2026-02-09T09:52:00.503246660Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,61603,172.64.152.233,443
2026-02-09T09:52:00.507654246Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62853,104.18.35.23,443
2026-02-09T06:46:31.216828873Z,dc.crsorgi.gov.in.lndex.in.,192.168.0.184,63222,172.64.152.233,443
2026-02-09T09:52:00.773875511Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62564,104.17.110.183,443
2026-02-09T09:52:00.502632963Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62715,104.18.35.23,443
2026-02-09T09:52:00.954054420Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,63138,104.17.109.183,443
2026-02-09T09:52:00.503295929Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,61617,18.164.242.193,443
2026-02-09T09:52:00.505184516Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62827,104.18.35.23,443
2026-02-09T06:46:31.193551379Z,maharashtra.gov.in.studentemarks.in.,192.168.0.184,62779,172.64.152.233,443
2026-02-09T09:52:00.773904716Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62575,104.18.35.23,443
2026-02-09T09:52:00.505464696Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62839,104.18.35.23,443
2026-02-09T09:52:00.956480892Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,63231,172.64.152.233,443
2026-02-09T09:52:00.505253340Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,62830,172.64.152.233,443
2026-02-09T06:46:31.216916291Z,dc.crsorgi.gov.in.indexin.shop.,192.168.0.184,63226,104.18.35.23,443
2026-02-09T09:52:00.773935472Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62577,104.18.35.23,443
2026-02-09T09:52:00.512824576Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,62937,172.64.152.233,443
2026-02-09T09:52:00.944766644Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62986,104.17.110.183,443
2026-02-09T09:52:00.591350775Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,63353,104.17.109.183,443
2026-02-09T09:52:00.505508088Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62841,104.18.35.23,443
2026-02-09T06:46:31.217142059Z,dc.crsorgi.gov.in.ogri.live.,192.168.0.184,63233,172.64.152.233,443
2026-02-09T09:52:00.782250435Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62658,104.18.35.23,443
2026-02-09T09:52:00.774785363Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,62624,172.64.152.233,443
2026-02-09T09:52:00.944798207Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62987,104.17.109.183,443
2026-02-09T09:52:00.591835827Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,63364,172.64.152.233,443
2026-02-09T09:52:00.509216680Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,61669,104.18.35.23,443
2026-02-09T06:46:31.217202516Z,maharashtra.gov.in.studentemarks.in.,192.168.0.184,62895,172.64.152.233,443
2026-02-09T09:52:00.774916877Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,62632,172.64.152.233,443
2026-02-09T09:52:00.774804230Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62625,104.18.35.23,443
2026-02-09T09:52:00.950072759Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,63063,104.18.35.23,443
2026-02-09T09:52:00.499930791Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,62848,172.64.152.233,443
2026-02-09T09:52:00.509254570Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,61671,172.64.152.233,443
2026-02-09T06:46:31.217300680Z,maharashtra.gov.in.studentemarks.in.,192.168.0.184,62898,104.18.35.23,443
2026-02-09T09:52:00.512736150Z,dc.crsorgi.gov.in.crsmitra.xyz.,192.168.0.184,62933,172.64.152.233,443
2026-02-09T09:52:00.783649752Z,dc.crsorgi.gov.in.web.index.php.aothi.info.,192.168.0.184,62660,104.18.35.23,443
