@timestamp,SourceIP,SrcPort,DstIP,DstPort,Protocol,tcpFlagsSequence,tcpSynTotalCount,tcpRstTotalCount,tcpPshTotalCount,tcpAckTotalCount,tcpUrgTotalCount,Duration
2026-02-10T06:23:12.836752333Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.979037133Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.902562158Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.859231293Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:12.834727339Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.901654090Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.859297780Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314502592Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:12.834801064Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.883304347Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.315980026Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.902920875Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.859359687Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.858546424Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:12.834953336Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.608497730Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.884732747Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.858579388Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.902849834Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.858613101Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.608569470Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.883580Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314829537Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-09T06:54:02.874032931Z,210.10.90.18,12345,70.4.111.36,80,6,"....S.,....S.,.A....,....S.,.A....,....S.,.A....,....S.,.A....,....S.",15,0,0,14,0,0.004
2026-02-10T06:32:11.608615561Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.891490089Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.978521286Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314859341Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.892734330Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.594582260Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.892663644Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-09T07:00:42.537216370Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.858645904Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:11.230797303Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.593410216Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:21:48.978595169Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.174327508Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314913743Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.859192959Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:11.230848601Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.174906330Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314391950Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.117255707Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.174938569Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.110326479Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.115958303Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.526185979Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:23.943914201Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116832087Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116352372Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.109834773Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.109127156Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.594759216Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116030168Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.115557042Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.594679210Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116451877Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-09T07:00:42.536344269Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116616050Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.594704804Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-09T07:00:42.536451007Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.615357798Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.110254386Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314937475Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.110081870Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.526096655Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:09.882933822Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.607216216Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.115686816Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.867220861Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.110182761Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.316013113Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:09.882959012Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.174847479Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.616910652Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.110009574Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:11.230876579Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.174970970Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.615261363Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.115781450Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:30.948237885Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.176143026Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.115888663Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:24.590635375Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.523947589Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.498593524Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314530557Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.109197858Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314962629Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:30.946924248Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.109932068Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.526148939Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.616986212Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.867323817Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:31.303769525Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116902824Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314449856Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.499527948Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:30.946749244Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.498646056Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:30.946850188Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.108922192Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.176220050Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:31.303948514Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116509610Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.524262444Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.593455539Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-09T07:00:27.220932019Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:30.948314989Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:09.882893348Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.524329873Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.593481243Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-09T07:00:27.221402683Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.314475484Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:42.485592578Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.109058790Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.524362479Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.607274096Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.858462251Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:44:32.229923436Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116266195Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.524391043Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.608527536Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.858778701Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.108748682Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.859263887Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:44:46.936722983Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.108847813Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:28:32.176190181Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:23:15.859329104Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.108990569Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:44:46.943503074Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116762478Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116378641Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:44:46.944328872Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.117350988Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:10:49.499553459Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:44:46.944120372Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:30.947078206Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T06:32:11.593538712Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
2026-02-10T07:11:08.116691051Z,192.168.0.184,61594,18.164.242.214,443,6,"....S.,.A....,.AP...,...R..,...R..,...R..,...R..,...R..,...R..,...R..",1,8,1,2,0,5.993
